Sale_ID,Date,Customer_ID,Bike_Model,Price,Quantity,Store_Location,Salesperson_ID,Payment_Method,Customer_Age,Customer_Gender
55474,27-06-2023,9835,Hybrid Bike,2956.03,2,Phoenix,853,PayPal,56,Male
55475,08-04-2020,5328,Cruiser,3165.87,2,New York,621,Cash,29,Male
55476,26-08-2024,2863,Mountain Bike,4806.41,1,San Antonio,127,Google Pay,19,Female
55477,30-08-2024,3903,Electric Bike,1854.47,1,Los Angeles,800,Credit Card,49,Male
55478,25-02-2023,8553,BMX,1558.29,2,Philadelphia,637,Credit Card,49,Male
55479,21-01-2024,3038,Hybrid Bike,3931.7,4,Los Angeles,369,PayPal,65,Female
55480,06-12-2023,9782,Mountain Bike,2521.5,5,Houston,995,Google Pay,59,Male
55481,16-07-2024,1316,Mountain Bike,1238.19,1,Houston,428,Apple Pay,42,Female
55482,03-06-2022,6429,Mountain Bike,3126.95,1,Philadelphia,936,Google Pay,34,Female
55483,05-04-2020,6195,Electric Bike,4459.87,5,New York,840,Credit Card,49,Female
55484,29-05-2023,1490,Folding Bike,2182.62,2,Los Angeles,226,Apple Pay,53,Male
55485,16-06-2024,8166,Hybrid Bike,4694.15,5,Phoenix,623,PayPal,57,Female
55486,24-03-2021,8185,Electric Bike,1646.31,1,San Antonio,770,Google Pay,25,Female
55487,15-03-2024,3679,Hybrid Bike,2312.12,1,Philadelphia,114,PayPal,66,Female
55488,12-11-2020,1374,Cruiser,954.02,5,New York,671,Google Pay,24,Female
55489,02-05-2020,1684,BMX,3097,3,New York,849,Google Pay,33,Female
55490,07-03-2022,3107,Road Bike,4749.98,5,Houston,723,Credit Card,50,Male
55491,08-08-2024,3032,Cruiser,3116.79,4,Philadelphia,526,Cash,26,Male
55492,01-07-2024,4706,Road Bike,1932.63,3,Houston,293,PayPal,62,Female
55493,07-05-2022,7950,Electric Bike,3175.96,4,Chicago,288,Cash,45,Female
55494,01-10-2020,7278,Cruiser,3935.87,1,Philadelphia,829,PayPal,55,Male
55495,26-11-2023,3717,Folding Bike,3897.21,2,New York,353,PayPal,65,Female
55496,24-09-2023,4540,Cruiser,2519.71,5,Phoenix,924,PayPal,45,Female
55497,23-01-2021,4832,Hybrid Bike,2724.74,1,San Antonio,986,Cash,57,Female
55498,13-10-2020,3636,Cruiser,1651.12,2,Chicago,482,Debit Card,68,Male
55499,08-02-2021,7968,Mountain Bike,2551.75,2,Phoenix,252,Google Pay,32,Female
55500,30-05-2022,2640,Cruiser,4836.6,1,Houston,937,Google Pay,33,Female
55501,21-05-2022,6415,Hybrid Bike,256.71,3,San Antonio,681,PayPal,24,Male
55502,21-03-2023,4162,Hybrid Bike,1906.3,3,Los Angeles,719,Google Pay,20,Male
55503,17-07-2024,4014,Folding Bike,3137.68,4,Philadelphia,894,Google Pay,47,Female
55504,18-10-2020,7615,Hybrid Bike,2197.67,1,New York,394,Credit Card,20,Male
55505,23-12-2022,8656,Hybrid Bike,2315.15,1,Phoenix,487,Credit Card,28,Male
55506,03-03-2022,6117,BMX,3410.89,1,Los Angeles,781,Google Pay,42,Male
55507,26-02-2021,1474,Cruiser,2397.72,5,Los Angeles,431,PayPal,65,Female
55508,23-10-2022,6484,Cruiser,2150.06,4,Phoenix,624,Debit Card,47,Male
55509,15-05-2023,8323,Cruiser,666.91,5,Chicago,761,Apple Pay,41,Male
55510,19-03-2024,6949,Electric Bike,3718,2,Houston,267,Credit Card,60,Male
55511,29-07-2021,3321,Road Bike,428.5,5,Chicago,774,Debit Card,68,Male
55512,10-04-2020,9900,BMX,4116.99,4,Chicago,567,Debit Card,28,Female
55513,14-07-2020,1368,Mountain Bike,4261.18,4,Los Angeles,375,Google Pay,42,Male
55514,07-08-2024,5323,Folding Bike,4251.14,1,Los Angeles,651,Google Pay,41,Female
55515,17-01-2023,7347,Mountain Bike,2916.02,2,Los Angeles,873,Apple Pay,23,Male
55516,08-01-2023,8578,Mountain Bike,4773.56,1,San Antonio,189,Credit Card,49,Male
55517,08-04-2022,5882,Cruiser,256.45,2,Houston,878,Debit Card,39,Male
55518,20-06-2021,7028,Hybrid Bike,4196.14,1,Phoenix,733,Apple Pay,64,Male
55519,24-02-2023,7255,Mountain Bike,2692.85,1,Chicago,177,Cash,58,Male
55520,27-04-2020,6628,Electric Bike,527,5,Chicago,677,Cash,46,Male
55521,09-06-2022,6882,Hybrid Bike,4278.75,5,Houston,436,PayPal,43,Female
55522,03-04-2023,2662,Cruiser,4584.54,4,Houston,184,Cash,26,Male
55523,21-09-2022,7495,Folding Bike,2241.69,2,Phoenix,970,Google Pay,18,Male
55524,18-09-2023,8280,BMX,1138.11,4,Houston,831,Apple Pay,34,Female
55525,25-05-2020,9294,Cruiser,473.14,4,Los Angeles,630,Credit Card,49,Male
55526,17-12-2022,1408,BMX,267.94,1,New York,146,PayPal,29,Female
55527,03-04-2024,3482,Cruiser,1908.6,5,Chicago,892,PayPal,54,Male
55528,28-01-2022,5671,Cruiser,1379.77,2,Houston,288,Cash,19,Male
55529,22-04-2024,3731,Folding Bike,4240.22,4,San Antonio,266,Apple Pay,39,Male
55530,19-02-2020,3479,Cruiser,4406.81,1,Philadelphia,820,Apple Pay,46,Male
55531,26-01-2021,6647,Road Bike,4718.42,2,Philadelphia,781,Debit Card,44,Male
55532,04-06-2023,1967,Road Bike,4191.99,4,New York,757,PayPal,57,Female
55533,01-09-2022,9732,Cruiser,4159.8,4,New York,389,Cash,63,Male
55534,03-03-2023,1883,Mountain Bike,2203.45,3,Los Angeles,135,Apple Pay,24,Female
55535,16-08-2021,2295,Mountain Bike,490.76,4,New York,135,Google Pay,67,Female
55536,05-06-2020,7324,Cruiser,2314.13,5,San Antonio,617,Apple Pay,35,Male
55537,13-07-2022,7822,Mountain Bike,1295.1,3,San Antonio,192,Apple Pay,44,Male
55538,20-05-2022,8949,Folding Bike,2934.51,5,New York,650,Apple Pay,47,Male
55539,02-09-2020,8255,Cruiser,716.71,3,Houston,524,PayPal,37,Male
55540,25-09-2020,9462,Cruiser,1346.94,3,San Antonio,275,PayPal,55,Male
55541,21-10-2020,8780,Road Bike,2281.88,2,Philadelphia,278,Debit Card,58,Female
55542,16-09-2023,9885,BMX,2304.09,5,New York,106,Credit Card,66,Male
55543,24-07-2024,9346,Folding Bike,3043.58,1,Philadelphia,942,Debit Card,61,Female
55544,13-11-2022,2478,Cruiser,476.02,3,San Antonio,711,Debit Card,55,Male
55545,15-06-2022,1202,Cruiser,2275.54,2,Philadelphia,198,Apple Pay,50,Male
55546,21-06-2022,2227,Road Bike,4297.38,2,New York,468,Debit Card,63,Male
55547,21-10-2023,6849,Hybrid Bike,4538.64,5,Los Angeles,648,Cash,47,Male
55548,24-02-2023,9765,Folding Bike,2566.21,4,Houston,757,Google Pay,53,Male
55549,22-09-2024,2917,Road Bike,3428.9,4,Phoenix,372,Debit Card,43,Female
55550,17-12-2023,6539,BMX,3503.58,2,Phoenix,585,PayPal,28,Female
55551,25-12-2023,7193,Folding Bike,2438.25,5,San Antonio,688,Credit Card,70,Male
55552,20-10-2022,7132,Cruiser,1404.06,1,Philadelphia,961,Credit Card,67,Male
55553,01-01-2024,5154,Folding Bike,4738.59,2,Houston,279,Google Pay,28,Female
55554,27-08-2024,7126,BMX,298.14,1,Houston,326,Apple Pay,35,Female
55555,05-10-2023,5896,Cruiser,2118.72,5,New York,227,Credit Card,30,Female
55556,29-01-2023,2971,Cruiser,2972.6,5,Houston,495,Debit Card,18,Male
55557,15-06-2020,6735,Folding Bike,3265.32,2,Phoenix,542,Google Pay,50,Female
55558,24-08-2024,5920,Road Bike,4425.82,5,New York,219,Credit Card,55,Female
55559,29-03-2024,7658,Folding Bike,2118.96,1,Phoenix,133,Cash,65,Female
55560,24-07-2023,8133,Mountain Bike,2495.35,5,New York,628,Debit Card,18,Female
55561,24-07-2021,7969,Mountain Bike,316.07,3,Los Angeles,325,Cash,29,Female
55562,04-12-2021,6219,BMX,3283.44,3,Phoenix,105,Apple Pay,25,Male
55563,31-07-2023,7427,Mountain Bike,516.13,1,Chicago,729,Debit Card,62,Male
55564,28-02-2024,6735,Road Bike,3288.57,4,New York,928,Credit Card,21,Female
55565,30-04-2020,4448,BMX,1915.75,4,Philadelphia,831,PayPal,62,Female
55566,02-02-2020,2004,Hybrid Bike,4546.42,2,Los Angeles,200,Debit Card,55,Female
55567,31-01-2023,5435,Folding Bike,1126.87,2,Los Angeles,241,Debit Card,59,Male
55568,21-03-2022,5051,Cruiser,2371.57,5,San Antonio,723,Apple Pay,69,Male
55569,18-10-2021,8622,Hybrid Bike,1521.64,5,New York,495,Apple Pay,20,Male
55570,20-12-2022,1201,Electric Bike,4072.59,2,Philadelphia,319,Google Pay,43,Male
55571,12-09-2024,2258,Hybrid Bike,837.3,1,San Antonio,858,Apple Pay,26,Female
55572,12-05-2023,1528,Folding Bike,1028.45,4,New York,708,PayPal,56,Female
55573,24-02-2024,4934,Folding Bike,1166.63,3,Phoenix,143,PayPal,44,Male
55574,01-03-2021,5524,Folding Bike,2357.46,3,Philadelphia,153,Debit Card,53,Female
55575,01-08-2024,3157,Mountain Bike,1298.49,2,Philadelphia,249,Cash,20,Male
55576,17-12-2021,7352,Folding Bike,386.53,4,Phoenix,804,Debit Card,41,Male
55577,18-09-2022,8192,Folding Bike,1057.01,3,Chicago,910,Apple Pay,48,Female
55578,27-08-2023,8444,Folding Bike,3269.03,4,Philadelphia,992,Credit Card,63,Female
55579,15-09-2022,4977,Folding Bike,4443.9,3,Chicago,132,Debit Card,44,Female
55580,10-06-2020,8008,Electric Bike,1830.71,2,Houston,767,Google Pay,54,Male
55581,19-12-2020,2691,Cruiser,2049.79,4,Houston,314,Debit Card,50,Female
55582,04-01-2023,5308,Cruiser,4578.68,3,Phoenix,166,Debit Card,60,Female
55583,28-01-2022,4052,Road Bike,4284.31,5,Philadelphia,745,Credit Card,31,Female
55584,24-06-2020,9105,Electric Bike,4570.98,4,Chicago,924,Debit Card,55,Female
55585,06-06-2023,1389,BMX,2528.2,3,Los Angeles,293,Debit Card,26,Male
55586,09-03-2021,3350,Folding Bike,370.3,5,New York,866,Debit Card,43,Male
55587,11-11-2021,6436,BMX,4894.49,1,Chicago,883,PayPal,18,Male
55588,20-01-2024,3046,Electric Bike,893.99,2,Philadelphia,340,PayPal,20,Male
55589,06-01-2020,3592,Mountain Bike,2459.39,3,Houston,737,PayPal,39,Female
55590,03-12-2022,7331,Road Bike,2980.03,1,Los Angeles,309,Cash,53,Female
55591,01-09-2020,1875,Folding Bike,3198,4,Chicago,871,Cash,69,Male
55592,01-09-2022,7775,Folding Bike,1641.7,4,Phoenix,654,Cash,21,Female
55593,28-01-2020,6579,Electric Bike,223.29,2,San Antonio,644,Google Pay,29,Female
55594,03-12-2023,9437,Cruiser,919.17,2,Houston,380,Debit Card,57,Female
55595,11-09-2020,5458,Mountain Bike,427.26,2,Philadelphia,359,Credit Card,42,Female
55596,19-04-2024,1083,Road Bike,316.16,5,Chicago,363,Apple Pay,18,Female
55597,07-06-2022,6687,BMX,2294.42,5,New York,147,Google Pay,31,Male
55598,01-09-2021,9417,Road Bike,958.75,2,Philadelphia,520,Apple Pay,59,Male
55599,13-07-2021,4541,Mountain Bike,2446.17,1,Philadelphia,831,PayPal,19,Female
55600,23-03-2021,3710,Electric Bike,2900.25,3,Chicago,140,Cash,44,Male
55601,01-04-2024,7323,Road Bike,1768.03,3,Houston,165,Debit Card,38,Female
55602,30-04-2023,2831,Hybrid Bike,549.89,1,Houston,922,Credit Card,22,Male
55603,24-10-2020,5259,Hybrid Bike,2201.26,3,Houston,995,Google Pay,44,Female
55604,29-01-2024,9118,Folding Bike,727.16,5,Los Angeles,775,PayPal,27,Female
55605,16-01-2022,6631,Cruiser,1032.3,3,Phoenix,364,Debit Card,58,Female
55606,19-08-2023,7007,Folding Bike,799.65,1,Philadelphia,115,PayPal,32,Male
55607,15-03-2021,5524,BMX,3207.54,4,San Antonio,945,Google Pay,63,Female
55608,16-08-2020,5618,Road Bike,3580.07,3,New York,449,Cash,41,Female
55609,24-04-2020,5786,Road Bike,325.15,3,Phoenix,364,Cash,19,Male
55610,03-05-2023,4119,Electric Bike,1749.49,2,Los Angeles,296,Apple Pay,53,Female
55611,09-01-2020,1987,BMX,3257.82,4,Philadelphia,306,Cash,28,Male
55612,22-02-2023,7120,Folding Bike,2991.37,3,Chicago,485,PayPal,70,Male
55613,24-10-2022,1148,Cruiser,368.82,1,Chicago,818,Google Pay,58,Male
55614,01-08-2021,1580,BMX,2416.82,1,Philadelphia,358,Apple Pay,58,Female
55615,25-05-2020,7171,Folding Bike,1302.48,5,Phoenix,859,Cash,42,Male
55616,08-01-2024,1626,BMX,4167.5,1,Houston,239,Apple Pay,67,Male
55617,07-07-2024,7839,BMX,788.1,1,Chicago,440,Apple Pay,26,Female
55618,02-03-2020,8662,Hybrid Bike,925.19,5,San Antonio,250,PayPal,42,Male
55619,05-12-2020,5180,Hybrid Bike,2186.7,4,New York,575,Credit Card,23,Female
55620,24-10-2022,2541,Cruiser,1434.52,5,Chicago,396,Google Pay,36,Female
55621,22-04-2022,7221,Mountain Bike,3880.9,2,Houston,832,Credit Card,55,Female
55622,23-02-2022,7452,Folding Bike,1226.57,1,San Antonio,605,Google Pay,63,Female
55623,22-07-2022,7289,Mountain Bike,4360.06,5,San Antonio,589,Credit Card,47,Female
55624,14-03-2023,5713,BMX,4964.37,1,Houston,357,Google Pay,36,Male
55625,13-06-2021,2112,Folding Bike,4085.15,4,New York,257,Debit Card,44,Male
55626,30-03-2023,2720,Hybrid Bike,2178.45,2,Phoenix,693,Apple Pay,64,Female
55627,13-02-2024,4857,Cruiser,4886.12,3,Philadelphia,917,Debit Card,69,Female
55628,21-09-2024,4632,Electric Bike,864.4,2,Chicago,532,Google Pay,21,Male
55629,10-06-2020,2267,BMX,2484.19,4,Chicago,568,Google Pay,37,Female
55630,14-05-2023,3354,Hybrid Bike,3058.62,4,Los Angeles,978,Cash,33,Female
55631,09-12-2022,9504,Mountain Bike,1203.9,3,Los Angeles,322,Debit Card,69,Female
55632,03-01-2022,2168,Folding Bike,4800.07,3,San Antonio,247,Cash,47,Male
55633,10-02-2022,8606,Mountain Bike,2274.37,3,San Antonio,943,Google Pay,42,Female
55634,04-08-2022,3494,Cruiser,3768.39,4,Phoenix,358,Apple Pay,38,Male
55635,28-09-2023,2457,Mountain Bike,1334.97,4,San Antonio,914,Credit Card,57,Female
55636,17-09-2020,3133,Mountain Bike,306.04,3,Philadelphia,578,Credit Card,22,Male
55637,03-01-2020,6615,Hybrid Bike,3401.88,3,Chicago,793,Debit Card,51,Female
55638,21-10-2022,2999,Electric Bike,1307.12,5,Phoenix,200,Google Pay,22,Female
55639,06-06-2024,2593,Cruiser,307.38,5,Philadelphia,964,Credit Card,22,Male
55640,20-02-2021,7639,Folding Bike,1691.17,5,Chicago,390,Google Pay,53,Female
55641,17-02-2023,7880,Cruiser,2418.69,2,Houston,441,PayPal,54,Male
55642,19-03-2023,9158,BMX,4602.13,2,Houston,242,Apple Pay,64,Male
55643,26-02-2024,3833,BMX,3929.81,5,Houston,245,PayPal,49,Female
55644,16-10-2020,8307,BMX,4461.18,2,Houston,410,Apple Pay,61,Female
55645,21-09-2021,7789,Hybrid Bike,4460.06,2,Phoenix,320,Cash,35,Male
55646,29-11-2022,4965,BMX,2559.52,3,New York,125,Credit Card,34,Female
55647,13-05-2024,8722,Electric Bike,4559.42,4,Phoenix,727,Cash,63,Female
55648,31-03-2023,1289,Hybrid Bike,1815.23,4,Houston,543,PayPal,70,Male
55649,30-01-2024,6207,Mountain Bike,1424.4,1,San Antonio,613,Apple Pay,66,Male
55650,02-04-2021,8187,BMX,1217.98,1,New York,106,Debit Card,53,Male
55651,21-07-2024,1704,BMX,607.01,5,Houston,258,Debit Card,58,Female
55652,27-11-2020,7447,Mountain Bike,4689.27,2,San Antonio,619,Credit Card,31,Female
55653,02-06-2021,1122,Folding Bike,4898.49,5,New York,624,Google Pay,60,Female
55654,17-09-2021,7430,Road Bike,666.03,2,Chicago,522,Credit Card,21,Male
55655,20-08-2023,7512,Folding Bike,4927.52,3,Los Angeles,826,Google Pay,64,Female
55656,14-10-2020,7632,BMX,4964.13,3,Los Angeles,458,Debit Card,39,Female
55657,15-04-2024,8805,BMX,3723.74,2,San Antonio,915,Credit Card,37,Male
55658,07-06-2020,9473,Folding Bike,4202.37,4,Chicago,842,PayPal,41,Female
55659,28-12-2020,8414,Electric Bike,2288.89,2,San Antonio,745,Google Pay,41,Male
55660,30-01-2022,3944,Cruiser,233.64,3,Houston,927,Google Pay,61,Male
55661,17-02-2022,9418,Hybrid Bike,2678.04,4,Houston,151,Apple Pay,51,Male
55662,28-08-2022,1960,Road Bike,244,4,Phoenix,970,Cash,60,Male
55663,11-12-2022,3071,Road Bike,1653.15,3,Los Angeles,720,Cash,49,Male
55664,02-01-2022,3651,Hybrid Bike,2026.97,5,Houston,687,Debit Card,51,Female
55665,05-01-2022,8628,Hybrid Bike,623.03,3,New York,960,Credit Card,61,Male
55666,09-10-2020,7013,Mountain Bike,335.09,2,Houston,364,Google Pay,58,Female
55667,28-12-2023,2899,Cruiser,1083.12,1,Houston,250,Credit Card,32,Female
55668,07-09-2021,5552,Folding Bike,464.19,4,San Antonio,161,Cash,21,Male
55669,17-08-2022,5864,Cruiser,2026.13,5,Los Angeles,669,Google Pay,64,Female
55670,22-03-2024,4429,Cruiser,2942.34,3,Phoenix,878,Cash,45,Female
55671,15-09-2024,1024,BMX,2274.93,3,New York,405,Google Pay,39,Female
55672,29-04-2020,8176,Hybrid Bike,498.63,1,Phoenix,766,Apple Pay,53,Female
55673,22-03-2022,8998,Electric Bike,2314.96,5,New York,730,Credit Card,65,Female
55674,03-12-2022,6685,Folding Bike,4678.34,3,San Antonio,731,Apple Pay,27,Male
55675,14-05-2020,7073,Hybrid Bike,4992.4,4,New York,142,Credit Card,39,Male
55676,05-06-2022,3186,Road Bike,2228.12,2,Los Angeles,286,Debit Card,35,Female
55677,29-10-2022,1379,Mountain Bike,1259.85,4,Chicago,383,Debit Card,36,Female
55678,17-04-2021,5611,Road Bike,3287.48,2,Houston,760,PayPal,52,Male
55679,14-05-2024,1631,Electric Bike,3471.04,3,Philadelphia,249,Cash,25,Female
55680,10-06-2024,9435,Electric Bike,4278.41,3,Philadelphia,993,Cash,30,Male
55681,27-07-2024,9199,BMX,4267.51,4,Phoenix,636,Credit Card,25,Male
55682,28-02-2020,1740,Folding Bike,693.27,2,Phoenix,909,Debit Card,50,Male
55683,28-04-2021,3364,Road Bike,2800.51,2,New York,614,Apple Pay,69,Male
55684,23-01-2024,5350,Road Bike,2122.95,4,Chicago,988,Google Pay,22,Female
55685,13-05-2022,7474,Folding Bike,4112.66,5,Houston,606,PayPal,39,Male
55686,13-01-2021,9796,BMX,4558.09,2,Houston,160,Cash,37,Male
55687,30-01-2024,4314,Electric Bike,4113.71,2,San Antonio,671,Apple Pay,57,Male
55688,11-01-2022,9545,Mountain Bike,266.85,4,New York,951,Apple Pay,27,Male
55689,28-11-2022,9490,Folding Bike,686.29,4,Phoenix,545,Google Pay,70,Female
55690,07-12-2020,2267,Cruiser,2698.84,3,Philadelphia,284,Google Pay,38,Male
55691,12-02-2022,8383,Road Bike,3592.27,2,Houston,452,Cash,41,Male
55692,11-10-2021,1515,Electric Bike,4370.91,4,Phoenix,467,PayPal,42,Female
55693,28-05-2024,3765,Folding Bike,1469.53,4,Los Angeles,260,Debit Card,19,Female
55694,19-04-2021,9585,Road Bike,823.62,2,Philadelphia,744,Debit Card,66,Female
55695,21-03-2020,9411,Hybrid Bike,434.64,2,Chicago,218,Debit Card,65,Female
55696,09-11-2023,8762,Road Bike,510.16,5,San Antonio,591,Apple Pay,45,Female
55697,03-08-2022,3557,Road Bike,3467.09,2,Houston,608,Google Pay,48,Male
55698,31-08-2022,9040,Electric Bike,2189.89,4,Houston,323,Google Pay,70,Female
55699,27-12-2021,5434,BMX,2133.63,3,New York,256,Debit Card,57,Female
55700,11-11-2020,7621,Folding Bike,568.13,5,Chicago,488,Apple Pay,27,Female
55701,20-10-2020,9413,Road Bike,3183.1,1,Los Angeles,400,Credit Card,56,Male
55702,20-11-2023,4815,BMX,3900.06,5,New York,416,Credit Card,51,Female
55703,21-05-2024,5116,BMX,2160.57,3,New York,482,Cash,30,Male
55704,19-02-2023,8395,Cruiser,2004.42,1,Philadelphia,436,Apple Pay,68,Female
55705,13-05-2024,6242,Road Bike,1751.04,3,Philadelphia,828,PayPal,65,Female
55706,18-01-2023,6149,Mountain Bike,3368.44,4,Philadelphia,940,PayPal,45,Female
55707,26-02-2021,6910,Hybrid Bike,659.29,2,Los Angeles,466,Apple Pay,24,Female
55708,29-07-2024,5798,Mountain Bike,1531.24,1,Los Angeles,436,Cash,63,Female
55709,24-09-2022,4949,Mountain Bike,1265.82,2,Houston,312,Apple Pay,59,Male
55710,21-01-2020,5756,Mountain Bike,4336.38,1,Los Angeles,434,PayPal,34,Male
55711,29-10-2023,9131,Hybrid Bike,3039.19,5,Phoenix,478,Google Pay,67,Female
55712,08-10-2023,8893,BMX,4244.91,4,Phoenix,214,PayPal,24,Female
55713,20-06-2021,7517,Folding Bike,2351.95,3,Los Angeles,930,PayPal,42,Female
55714,03-12-2021,7212,Folding Bike,1470.67,3,New York,361,Apple Pay,37,Female
55715,21-12-2020,4683,Electric Bike,1184.9,4,Philadelphia,891,Debit Card,37,Male
55716,19-03-2020,1912,Folding Bike,743.5,3,Phoenix,522,PayPal,18,Female
55717,23-03-2024,1155,Electric Bike,3417.26,2,Philadelphia,251,Credit Card,30,Female
55718,13-07-2020,4214,Electric Bike,2293.84,2,Philadelphia,753,Cash,45,Female
55719,21-06-2022,7180,Road Bike,4055.69,5,Philadelphia,797,Google Pay,32,Female
55720,04-06-2022,7891,Mountain Bike,4981,1,San Antonio,135,Credit Card,37,Male
55721,11-02-2023,8056,Cruiser,3064.65,2,New York,898,PayPal,41,Female
55722,05-07-2022,9026,Hybrid Bike,2222.89,4,San Antonio,588,Apple Pay,43,Female
55723,02-03-2024,8752,Cruiser,1619.22,2,Phoenix,292,Credit Card,69,Female
55724,11-08-2023,6822,Mountain Bike,647.47,2,Los Angeles,640,Debit Card,46,Male
55725,13-04-2022,8997,Hybrid Bike,4160.76,1,Chicago,502,Debit Card,34,Male
55726,05-12-2020,6209,Mountain Bike,433.33,3,Philadelphia,449,Cash,20,Female
55727,02-04-2021,6431,Mountain Bike,1388.44,3,New York,545,Cash,69,Male
55728,09-02-2023,6674,Mountain Bike,2331.98,3,Philadelphia,684,Credit Card,29,Female
55729,04-04-2022,5622,Road Bike,1267.43,5,Chicago,722,Debit Card,31,Male
55730,29-01-2021,6266,Road Bike,4282.83,4,Houston,534,Google Pay,49,Male
55731,29-05-2020,4154,Hybrid Bike,901.12,4,Phoenix,738,Cash,33,Female
55732,21-11-2020,9945,Hybrid Bike,1850.42,3,Los Angeles,949,Apple Pay,56,Female
55733,22-05-2021,3182,Road Bike,1606.07,5,Los Angeles,178,Apple Pay,63,Female
55734,02-06-2021,6952,Cruiser,1391.56,5,Phoenix,336,PayPal,57,Female
55735,02-01-2020,3491,Mountain Bike,209.99,1,Houston,315,PayPal,51,Male
55736,12-10-2023,4016,Mountain Bike,3476.84,2,Chicago,524,PayPal,68,Female
55737,09-02-2022,6880,BMX,4848.43,4,Houston,238,Credit Card,20,Male
55738,09-04-2020,1684,Road Bike,3757.38,4,Chicago,134,PayPal,29,Female
55739,08-03-2020,9836,Folding Bike,4052.89,5,Phoenix,827,Apple Pay,37,Female
55740,02-09-2023,4547,BMX,3232.52,2,Phoenix,614,Cash,29,Female
55741,06-06-2023,1682,BMX,1248.45,2,San Antonio,425,Google Pay,38,Male
55742,04-04-2020,8700,Cruiser,3932.11,5,San Antonio,201,Google Pay,57,Male
55743,16-01-2024,6047,Mountain Bike,930.15,3,Chicago,736,Google Pay,27,Female
55744,17-02-2023,5473,Folding Bike,4661.94,1,Houston,434,Apple Pay,33,Male
55745,11-05-2020,9863,Road Bike,2313.13,2,Houston,569,Cash,62,Female
55746,03-08-2024,6724,Folding Bike,3771.89,5,New York,861,PayPal,30,Female
55747,17-10-2021,9240,Cruiser,1076.64,1,Los Angeles,697,Google Pay,43,Female
55748,08-03-2023,4469,BMX,1778.96,5,Phoenix,981,Google Pay,69,Female
55749,04-04-2023,1935,Folding Bike,2765.85,3,Chicago,707,PayPal,57,Male
55750,04-01-2020,8025,Road Bike,2323.56,2,San Antonio,120,Google Pay,31,Male
55751,09-02-2024,2927,Mountain Bike,2417.99,5,San Antonio,755,Credit Card,39,Female
55752,25-12-2020,9260,Mountain Bike,4865.56,5,Los Angeles,381,Apple Pay,68,Male
55753,30-12-2022,6063,BMX,4385.57,4,Houston,879,Debit Card,36,Male
55754,02-04-2024,8867,Road Bike,1979.53,1,San Antonio,538,Credit Card,60,Female
55755,04-04-2022,4141,Road Bike,1322.15,4,Houston,668,Cash,59,Female
55756,17-07-2024,8073,Hybrid Bike,243.54,4,Los Angeles,155,Cash,67,Female
55757,12-02-2020,6912,Folding Bike,936.6,2,Chicago,585,Cash,44,Male
55758,11-01-2024,8581,Hybrid Bike,1108.49,3,Houston,155,Apple Pay,46,Male
55759,05-01-2023,8142,BMX,417.22,4,Philadelphia,417,Google Pay,68,Female
55760,20-03-2020,6989,Electric Bike,1272.19,1,Los Angeles,576,Debit Card,68,Male
55761,03-08-2022,7165,BMX,2832.58,5,Los Angeles,494,Apple Pay,44,Female
55762,05-09-2024,6445,Folding Bike,4692.27,3,Los Angeles,990,PayPal,39,Female
55763,28-05-2021,2245,Electric Bike,955.45,1,Philadelphia,380,Google Pay,33,Male
55764,04-05-2021,9741,Hybrid Bike,2160.82,2,New York,814,Debit Card,40,Female
55765,16-07-2024,1826,Cruiser,4960.16,2,San Antonio,422,Apple Pay,35,Female
55766,30-01-2020,2107,BMX,4822.57,5,Los Angeles,368,Apple Pay,64,Male
55767,15-12-2023,7156,Mountain Bike,4101.27,3,Philadelphia,730,Debit Card,43,Male
55768,06-09-2021,4393,Folding Bike,357.9,4,Phoenix,871,Credit Card,53,Male
55769,22-11-2020,9912,Hybrid Bike,4905.45,5,Los Angeles,243,PayPal,67,Female
55770,20-08-2024,6716,Electric Bike,309.18,3,New York,612,Google Pay,68,Female
55771,26-11-2023,4621,Hybrid Bike,3140.66,4,Houston,760,Credit Card,24,Male
55772,01-07-2021,1064,Folding Bike,332.28,4,New York,963,Google Pay,56,Male
55773,02-06-2024,2200,BMX,1712.85,4,Chicago,869,PayPal,37,Male
55774,25-05-2022,2075,BMX,3647.26,3,Los Angeles,938,Cash,29,Female
55775,07-07-2020,8855,BMX,1317.6,3,Chicago,649,PayPal,26,Female
55776,29-05-2021,1733,Road Bike,4987.97,1,New York,948,Google Pay,60,Male
55777,05-02-2023,5083,Hybrid Bike,4748.27,5,New York,616,Google Pay,65,Male
55778,07-04-2024,8471,Mountain Bike,2646.86,1,Philadelphia,869,Apple Pay,55,Male
55779,14-05-2022,6647,Road Bike,4644.6,5,Philadelphia,641,Cash,70,Female
55780,12-09-2024,1073,Road Bike,4190.22,4,Philadelphia,388,Google Pay,65,Female
55781,31-05-2024,2352,BMX,2880.08,4,Los Angeles,817,Debit Card,66,Male
55782,25-10-2021,5186,Road Bike,876.49,5,Los Angeles,347,PayPal,52,Male
55783,30-04-2023,5155,Folding Bike,2575.07,4,New York,145,Google Pay,70,Male
55784,20-05-2020,6700,Road Bike,3901.29,5,Chicago,583,Google Pay,69,Male
55785,13-11-2022,9576,Road Bike,3702.03,1,Houston,274,Credit Card,32,Female
55786,06-08-2024,2526,Road Bike,4492.59,1,Philadelphia,179,Credit Card,29,Female
